datum,wochentag,isferienzh,ferien desc zh,isferiensg,ferien desc sg,isferiengr,ferien desc gr,feiertag desc,isfeiertag zh,isfeiertag sg,isfeiertag gr,t_2m_c_avg,snow_depth_cm_avg,visibility_m_avg,wind_speed_10m_ms_max,prob_precip_1h_p_avg,prob_tstorm_1h_p_avg,hail_idx_avg,wind_gusts_10m_ms_max,wind_speed_mean_10m_24h_ms_avg,t_max_2m_24h_c_max,t_min_2m_24h_c_min,precip_24h_mm_max,fresh_snow_24h_cm_max,is_sleet_1h_idx_max,is_fog_1h_idx_max,precip_1h_mm_sum,fresh_snow_1h_cm_sum,wind_speed_mean_10m_1h_ms_avg,weather_symbol_1h_idx_spe,number_of_events,schalter,tel,mail,total anfragen
2017-08-13,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,13.05,18.625,24075,2.575,1,1,0,6.1,5.3,12.9,3.8,0,0,0,0,0,0,13.2,1.3,0,15,36.2,14,65.2
2017-08-12,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,9.575,21.575,22200,2.775,7.65,1,0,8.5,7,7.3,4.3,20.55,0,0,0,1.51,0,25.1,3.4,0,67,36.2,12,115.2
2017-08-11,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,7.075,20.975,24175,3.95,2.825,1,0,10.4,7,14.2,5.5,3.41,0,0,0,0.67,0,29.6,0.8,0,39,36.2,26,101.2
2017-08-10,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,10.425,18.7,24200,4.275,1,3.675,0,11.2,3.8,20,8.4,14.15,0,0,0,0,0,25.2,0,0,43,36.2,25,104.2
2017-08-09,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,13.4,19.625,18625,2.25,24.525,6.3,0,7.1,4.4,20.9,8.5,36.26,0,0,1,10.8,0,16.7,2,0,77,36.2,41,154.2
2017-08-08,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,14.725,19.8,24200,1.775,14.3,22.75,0,10.7,2.6,22.4,7.9,0,0,0,0,12.94,0,17.8,0.9,0,102,36.2,38,176.2
2017-08-07,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,14.625,17.625,24125,2.125,1,23.35,0,4.5,5.7,15.4,8.7,7.34,0,0,0,0,0,9,3.5,0,83,36.2,42,161.2
2017-08-06,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,12.8,17.45,20150,3.9,21.525,1,0,9,4.7,21.7,11.2,0.39,0,0,0,2.57,0,24.4,0.6,0,24,36.2,20,80.2
2017-08-05,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,19.125,13.5,24100,3.1,1,21.175,0,8.4,4,23.4,14.3,2.24,0,0,0,0,0,15.6,2.9,0,123,36.2,13,172.2
2017-08-04,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,18.9,16.875,24150,2.825,1,24.5,0,8.7,2.7,25.8,16.7,0,0,0,0,0,0,16.6,0,0,123,36.2,22,181.2
2017-08-03,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,20.875,18.05,24100,2.225,1,34.425,0,4.7,2.4,23.9,16,0,0,0,0,0,0,10.8,1.1,0,111,36.2,31,178.2
2017-08-02,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,20.125,18.825,24150,1.425,1,18.875,0,5.9,5.2,25,14.7,0.62,0,0,0,0,0,10.5,2.4,0,109,36.2,38,183.2
2017-08-01,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,Nationalfeiertag,1,1,1,20.675,18.95,24150,2.55,1,28.5,0,12,3.3,24.6,11.8,0.05,0,0,0,0,0,3.8,0,0,114,36.2,13,163.2
2017-07-31,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,18.1,18.125,24050,1.55,1,48,0,5.7,2.2,24.1,11.5,2.54,0,0,0,0,0,12.4,0,0,147,45.4,48,240.4
2017-07-30,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,17.725,17.225,24100,1.675,1,48,0,5.2,2,22.7,9.7,1.1,0,0,0,0,0,7.2,0,0,50,45.4,20,115.4
2017-07-29,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,17.125,17.775,24175,1.925,1,48,0,4.8,4.1,16.7,10,0.13,0,0,0,0,0,6.1,3,0,130,45.4,23,198.4
2017-07-28,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,13.85,17.375,24175,3.15,1,1,0,8.9,2.5,17.9,5.8,0,0,0,0,0,0,16.6,2.2,0,109,45.4,35,189.4
2017-07-27,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,11.8,19.55,24150,2.3,1,1,0,5.2,3.4,9.1,5.5,1.93,0,0,0,0,0,11.6,0.3,0,84,45.4,36,165.4
2017-07-26,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,9.225,21.5,22550,2.25,3.3,1,0,5.2,3.5,10.7,4.5,6.27,0,0,0,0.43,0,14.1,0.9,0,92,45.4,49,186.4
2017-07-25,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,9.425,20.175,24200,2.65,6.8,1,0,5.8,4.1,15,4.4,8.22,0,0,0,0.83,0,15,1.6,0,100,45.4,32,177.4
2017-07-24,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,9.125,17.525,16950,2.025,1,1,0,12.7,4.7,17.5,9.9,1.12,0,0,0,0,0,21.7,1.2,0,89,45.4,44,178.4
2017-07-23,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,14.3,16.175,20175,2.225,1,14.475,0,7.2,2.9,19.8,11.1,7.72,0,0,0,0,0,17.4,0,0,25,45.4,24,94.4
2017-07-22,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,16.5,16,19350,2.275,24.525,48,0,5.6,2.8,20.7,10.8,8.31,0,0,0,3.34,0,12.3,0.9,0,80,45.4,14,139.4
2017-07-21,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,16.375,15.95,24150,1.525,1,48,0,4.9,3.1,18.7,12.4,5.08,0,0,0,0,0,7.9,2,0,63,45.4,31,139.4
2017-07-20,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,15.475,15.3,24125,2.025,12.9,24.1,0,7.5,2.2,23.9,11.9,0.04,0,0,0,1.89,0,14.3,0.2,0,90,45.4,29,164.4
2017-07-19,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,18.45,16.425,24092.5,1.775,4.65,33.675,0,6.8,2.4,21.6,12.4,0,0,0,0,0,0,7.3,2.9,0,107,45.4,39,191.4
2017-07-18,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,17.925,14.575,24100,1.875,1,40.75,0,2.5,3.8,20,8.6,0,0,0,0,0,0,6.4,2.1,0,100,45.4,49,194.4
2017-07-17,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,15.35,14.2,24050,3.025,1,1,0,8.9,4.2,16.6,6.4,0,0,0,0,0,0,16.2,0,0,114,45.4,51,210.4
2017-07-16,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,12.125,16.425,24100,2.625,1,1,0,8.6,6.3,11.9,6.4,0,0,0,0,0,0,17.1,2.2,0,14,45.4,11,70.4
2017-07-15,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,NA,0,0,0,12.05,16.75,24150,3.6,1,1,0,10.3,5.9,15.4,6.3,1.14,0,0,0,0.22,0,25,2.6,0,81,45.4,19,145.4
2017-07-14,Freitag,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,13.35,13.875,24150,3.725,1,1,0,8.8,6.3,16.5,8.6,0.68,0,0,0,0,0,23.6,0.9,0,38,45.4,37,120.4
2017-07-13,Donnerstag,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,14.925,14.5,24150,4.375,1,1,0,9.1,4.7,19.5,8.3,0.98,0,0,0,0,0,25,0,0,30,45.4,34,109.4
2017-07-12,Mittwoch,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,15.425,13.425,24125,2.875,1,1,0,9.1,3.5,17.8,9.4,0.73,0,0,0,0,0,16.6,0,0,48,45.4,22,115.4
2017-07-11,Dienstag,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,14.025,13.625,20100,2.6,1.525,24.5,0,6.5,3.3,20.6,10.6,14.55,0,0,0,0.01,0,13.6,0,0,54,45.4,34,133.4
2017-07-10,Montag,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,16.025,11.45,24200,1.725,24.075,41.65,0,5,2.7,18.7,12.8,2.52,0,0,0,6.78,0,15.7,0,0,62,45.4,37,144.4
2017-07-09,Sonntag,0,NA,1,Sommerferien,1,Sommerferien,NA,0,0,0,15.375,9.25,24150,2.975,18.7,19.3,0,7.6,2.3,23.2,14.3,11.34,0,0,0,0.74,0,13.5,1.5,0,24,45.4,28,97.4
2017-07-08,Samstag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,18.55,7.625,24100,1.725,12.4,48,0,6.6,2.9,22.6,14.1,1.76,0,0,0,2.83,0,6.3,0,0,65,45.4,21,131.4
2017-07-07,Freitag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,19,10.125,24108.75,2.025,1,52.425,0,6.6,2,22.8,12.4,0,0,0,0,0,0,12.9,3.7,0,54,45.4,16,115.4
2017-07-06,Donnerstag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,18.475,9.5,24142.5,2.1,1,48,0,3.3,3,21.2,10.4,0,0,0,0,0,0,7.6,0,0,37,45.4,24,106.4
2017-07-05,Mittwoch,0,NA,0,NA,1,Sommerferien,NA,0,0,0,17.2,10.5,24108.75,2.4,1,42.15,0,6.5,2.7,19.2,8.8,0,0,0,0,0,0,13.2,0.8,0,30,45.4,26,101.4
2017-07-04,Dienstag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,14.55,9.325,24100,2.725,1,48,0,5.7,4.3,15.8,6.7,0,0,0,0,0,0,11.9,5.1,0,37,45.4,14,96.4
2017-07-03,Montag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,13,8.225,24150,3.6,1,1,0,8.4,4.1,11,5.2,0.72,0,0,0,0,0,16.7,2.9,0,41,45.4,30,116.4
2017-07-02,Sonntag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,10.425,8.775,24200,3,1.325,1,0,7.1,4,12.3,5.1,1.51,0,0,0,0.19,0,16.3,1.2,0,11,45.4,22,78.4
2017-07-01,Samstag,0,NA,0,NA,1,Sommerferien,NA,0,0,0,9.75,8.125,21225,2.525,1,1,0,9.1,2.4,14.6,4.9,0.05,0,0,0,0,0,18.9,2.8,0,22,45.4,24,91.4
2017-06-30,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,10.5,7.175,24075,1.975,5.85,51.125,0,5.3,2.8,16,5.3,19.2,0,0,0,1.62,0,8.5,2.9,0,19,29,25,73
2017-06-29,Donnerstag,0,NA,0,NA,0,NA,Peter und Paul,0,0,1,10.55,6.95,15075,1.725,42.275,24.5,0,10.4,4.6,18.5,6.7,30.53,0,0,0,4.47,0,18.2,0,0,28,29,33,90
2017-06-28,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,12.725,6.125,15550,1.725,30.125,24.55,0,8.5,2.8,20,11,6.41,0,0,0,5.11,0,17.3,1.4,0,30,29,30,89
2017-06-27,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,14.925,5.125,21150,1.575,4.625,1,0,6.9,2,23,10.4,11.8,0,0,0,1.61,0,8.4,0.8,0,34,29,23,86
2017-06-26,Montag,0,NA,0,NA,0,NA,NA,0,0,0,17.35,4.175,24125,1.95,1,26.55,0,5.4,4.6,17.5,10.3,22.03,0,0,0,0,0,6.9,0.6,0,38,29,37,104
2017-06-25,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,14.975,3.95,23975,2.15,22.3,24.5,0,7.5,4.6,21,13.7,1.7,0,0,0,3.25,0,18.7,1.8,0,6,29,13,48
2017-06-24,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,18.275,3.175,24150,3.675,1,26.675,0,9.9,2.7,23.3,14.5,1.77,0,0,0,0,0,19.3,3.2,0,46,29,6,81
2017-06-23,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,19.2,2.95,24158.75,1.975,1,46.925,0,8.1,2.3,23.9,14.9,2.41,0,0,0,0,0,10.6,0,0,23,29,12,64
2017-06-22,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,20.275,2.175,24083.75,1.85,1,49.475,0,6.1,3.3,22.3,14,0,0,0,0,0,0,9.5,1.8,0,13,29,24,66
2017-06-21,Mittwoch,0,NA,0,NA,0,NA,"Sommeranfang, Sommersonnenwende",1,1,1,19.525,1.875,24125,2.025,1,52.05,0,7.8,3.5,22.3,14,0,0,0,0,0,0,12.9,2,0,25,29,20,74
2017-06-20,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,19.275,1.25,24075,2.1,1,55.35,0,7.5,3.5,20.8,11.9,0,0,0,0,0,0,13.1,0,0,35,29,21,85
2017-06-19,Montag,0,NA,0,NA,0,NA,NA,0,0,0,17.825,11.625,24150,2.75,1,15.8,0,9,3.3,19.8,8,0,0,0,0,0,0,15.8,1.1,0,34,29,27,90
2017-06-18,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,15.025,17.3,24097.925,3.1,1,1,0,7.6,2.4,9.7,8,0,0,0,0,0,0,14.3,4.2,0,16,29,16,61
2017-06-17,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,13.725,18.775,24068.775,3.275,1,1,0,5.4,5.1,18.3,7.1,1.63,0,0,0,0,0,11.9,0,0,54,29,5,88
2017-06-16,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,15.5,17.725,24200,2.775,4.85,1,0,9.2,3,20.5,12.2,1.24,0,0,0,0.42,0,18.8,0,0,26,29,14,69
2017-06-15,Donnerstag,0,NA,0,NA,0,NA,Fronleichnam,0,0,1,17.1,12.575,24150,1.875,4.45,21.975,0,6,3.1,20.6,13.8,1.7,0,0,0,0.22,0,8.2,1.8,0,23,29,29,81
2017-06-14,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,16.025,14.05,24175,1.65,1,40.425,0,7.8,4,20.5,11.3,0,0,0,0,0,0,14.7,2.1,0,19,29,43,91
2017-06-13,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,17.25,12.025,24075,1.975,1,1,0,8,4.2,21.7,12.1,0,0,0,0,0,0,16,0.9,0,0,29,0,29
2017-06-12,Montag,0,NA,0,NA,0,NA,NA,0,0,0,17.675,4.725,24133.75,2.45,1,2.3,0,9.6,2.7,24.4,9.8,0,0,0,0,0,0,15.6,2.2,0,37,29,46,112
2017-06-11,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,17.1,3.625,24108.75,2.35,1,1,0,7.9,4.5,16.9,7.7,0,0,0,0,0,0,10.6,4.3,0,0,29,0,29
2017-06-10,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,14.1,1.7,24050,2.75,1,1,0,8.4,4.5,17.3,8.2,0.06,0,0,0,0,0,19,0,0,0,29,0,29
2017-06-09,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,12.7,2.575,24158.75,2.925,1,7.075,0,8.3,2.6,19.3,1.7,0,0,0,0,0.06,0,17.3,0,0,12,29,24,65
2017-06-08,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,11.175,2.05,24075,1.975,1,1,0,5.3,5.3,10.6,1.1,0,0,0,0,0,0,9.4,1.8,0,18,29,20,67
2017-06-07,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,7.25,0.375,24050,4.125,1,1,0,9.8,5.2,15.2,2.3,23.85,0,0,0,0,0,23.6,3.7,0,17,29,30,76
2017-06-06,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,10.3,0,20800,2.65,10.3,24.5,0,13,2.2,10.7,8,17.62,0,0,0,2.69,0,20.8,0.7,0,19,29,36,84
2017-06-05,Montag,0,NA,0,NA,0,NA,Pfingstmontag,1,1,1,10.2,0,16400,1.875,14.1,1,0,4.7,3.9,13.2,6.5,7.85,0,0,0,1.76,0,6.5,0.8,0,7,29,17,53
2017-06-04,Sonntag,0,NA,0,NA,0,NA,Pfingstsonntag,1,1,1,12.6,0,18200,2.5,24.525,1,0,7.4,1.9,20.2,8.1,0.36,0,0,0,2.14,0,16.5,0.4,0,6,29,8,43
2017-06-03,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,15.65,0,24158.75,1.575,1,15.1,0,3.3,2.1,18.3,8.9,10.6,0,0,0,0,0,6.5,0,0,50,29,8,87
2017-06-02,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,14.625,0,24075,1.875,1,24.775,0,3.3,3.2,18.1,10.3,7.51,0,0,0,0.22,0,7.2,1.2,0,11,29,17,57
2017-06-01,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,15.1,0,23500,3.175,24.525,41.225,0,6.2,2.8,20.4,9.9,0,0,0,0,3.37,0,13.8,1.1,0,13,29,18,60
2017-05-31,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,16.4,0,24150,2.525,1,29.75,0,5.9,2.7,21.2,9.3,0,0,0,0,0,0,10.9,1,0,14,21.3,26,61.3
2017-05-30,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,16.525,0,24150,2.55,1,32.475,0,7,1.6,21.7,9.3,9.45,0,0,0,0,0,11.9,2.7,0,15,21.3,20,56.3
2017-05-29,Montag,0,NA,0,NA,0,NA,NA,0,0,0,17,0,21975,1.625,17.775,24.5,0,2.6,2.9,21.2,9.7,0,0,0,0,6.4,0,5.5,1.6,0,14,21.3,29,64.3
2017-05-28,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,17.1,0,24083.75,2.3,1,21.625,0,7.5,3.8,19.9,7.3,0,0,0,0,0,0,13,1.8,0,0,21.3,0,21.3
2017-05-27,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,14.95,0,24125,2.725,1,1,0,8,3.2,18.7,4.8,0,0,0,0,0,0,14.8,0.5,0,50,21.3,7,78.3
2017-05-26,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,13,0,24200,2.95,1,1,0,8.2,4.9,15.2,5.4,0,0,0,0,0,0,13.9,7.2,0,52,21.3,13,86.3
2017-05-25,Donnerstag,0,NA,0,NA,0,NA,Auffahrt,1,1,1,12.775,0,24125,3.125,1,1,0,8.7,5.9,14.3,6,0.09,0,0,0,0,0,22.5,0.9,0,30,21.3,6,57.3
2017-05-24,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,13.375,0,24200,3.225,1,1,0,10.7,3.5,16.1,7.7,0,0,0,0,0.09,0,20.2,2.5,0,17,21.3,17,55.3
2017-05-23,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,13.325,0,24133.75,2.025,1,1,0,7.4,3.4,17.1,4.4,0,0,0,0,0,0,13.7,2.2,0,12,21.3,16,49.3
2017-05-22,Montag,0,NA,0,NA,0,NA,NA,0,0,0,12,0,24100,2.225,1,1.375,0,7.3,3,14.1,1.3,0,0,0,0,0,0,13.7,0,0,8,21.3,45,74.3
2017-05-21,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,9.475,0,24100,2.625,1,1,0,5.2,6.6,8.7,1.4,0,0,0,0,0,0,13.9,5.1,0,0,21.3,0,21.3
2017-05-20,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,5.875,0,24050,2.5,1,1,0,11.9,4.3,11.9,1.4,5.44,0,0,0,0,0,25.4,0,0,0,21.3,0,21.3
2017-05-19,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,10.05,0,18975,3.125,17.825,1,0,9.1,3.5,16.7,8.2,0,0,0,0,0.89,0,18.6,0.5,0,8,21.3,16,45.3
2017-05-18,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,15.1,0,23825,2.2,1,1,0,6,2.3,20.3,5.5,0,0,0,0,0,0,13.7,1,0,13,21.3,16,50.3
2017-05-17,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,14.2,0,24175,1.6,1,14.575,0,3.1,2.8,17.2,2.5,0,0,0,0,0,0,6.6,5.1,0,12,21.3,17,50.3
2017-05-16,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,11.15,0,24075,1.75,1,1,0,7.8,4.2,13.5,4.3,0.01,0,0,0,0,0,11.1,1,0,4,21.3,15,40.3
2017-05-15,Montag,0,NA,0,NA,0,NA,NA,0,0,0,9.8,0,24125,2.3,1,1,0,9.1,4.2,13.1,4.2,5.51,0,0,0,0,0,17.9,0.8,0,10,21.3,26,57.3
2017-05-14,Sonntag,0,NA,0,NA,0,NA,Muttertag,1,1,1,9.6,0,24100,2.975,15.425,24.5,0,9.1,2.9,14,3.1,0.2,0,0,0,0.97,0,18.5,1.5,0,0,21.3,0,21.3
2017-05-13,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,10.6,0.25,24125,2.175,6.7,34.6,0,4.6,1.5,14.1,4.8,0.05,0,0,0,0.15,0,9.6,1.3,0,0,21.3,0,21.3
2017-05-12,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,9.975,3.375,21300,1.45,1,15.1,0,6.5,4.4,9.6,3.9,0.63,0,0,0,0,0,7.8,1.5,0,6,21.3,8,35.3
2017-05-11,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,9.375,5.675,17600,2.425,1,1,0,10.6,3.1,14.6,-1.7,0,0,0,0,0,0,14.9,2,0,5,21.3,19,45.3
2017-05-10,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,7.75,6.875,24200,1.85,1,1,0,5.4,5.4,7.8,-1,0,0,0,0,0,0,10.5,2.2,0,9,21.3,19,49.3
2017-05-09,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,4.875,7.95,24150,4.1,1,1,0,7.8,6.3,6.2,0.3,0.07,0,0,0,0,0,23.2,0,0,5,21.3,15,41.3
2017-05-08,Montag,0,NA,0,NA,0,NA,NA,0,0,0,5.475,9.675,20850,3.2,1,1,0,9.7,4.5,7.6,1.8,0,0,0,0,0,0,22.3,0.3,0,7,21.3,37,65.3
2017-05-07,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,6.1,10.875,24200,2.525,1,1,0,7.6,4.2,12,2.1,7.12,0,0,0,0,0,19.6,0.8,0,0,21.3,0,21.3
2017-05-06,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,7.325,11.875,20800,2.025,24.275,1,0,7.5,1.8,11.7,-1.1,0,0,0,0,1.77,0,14.3,0,0,0,21.3,0,21.3
2017-05-05,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,6.925,12.7,24150,1.375,1,24.5,0,4.9,2.4,8.3,-0.7,4.91,4.6,0,0,0,0,8.5,2.2,0,6,21.3,15,42.3
2017-05-04,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,4.4,11.75,24150,1.925,20.575,15.575,0,5.3,1.7,9.2,-2,1.09,1.3,1,0,1.62,0,8.7,1.8,0,4,21.3,16,41.3
2017-05-03,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,5.425,16.25,24125,1.55,1.55,24.5,0,3.3,2.1,6.3,-3.4,4.46,6.9,0,0,0,0,8.8,1.1,0,5,21.3,15,41.3
2017-05-02,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,4.225,21.25,24075,1.875,1,1,0,5.7,5,4.5,-2.8,12.47,0,0,0,0,0,8.3,0.9,0,12,21.3,18,51.3
2017-05-01,Montag,0,NA,0,NA,0,NA,Tag der Arbeit,1,0,0,2.325,15.175,24100,3.025,24.525,1,0,13.5,4.9,8.7,-3.6,0,0,0,0,2.92,0,22.3,0,0,13,21.3,25,59.3
2016-04-30,Samstag,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,5.05,17.5,28561,1.725,1,8.675,0,5.9,1.6,12.4,-3.6,0,0,0,0,0,0,7.4,2,0,0,26.8,9,35.8
2016-04-29,Freitag,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,4.1,18.625,28561,1.8,1,18.4,0,3.3,1.6,6.6,-5.8,0,0,0,0,0,0,6,2.3,0,10,26.8,15,51.8
2016-04-28,Donnerstag,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,0.525,19,28561,2.025,1,1,0,3.1,2.2,1.8,-5.2,2.37,2.2,0,0,0,0,7.4,0.8,0,11,26.8,21,58.8
2016-04-27,Mittwoch,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,0.425,18.8,21521.775,3.675,2.85,7.4,0,5.7,1.8,6.8,-3.2,0.06,0,0,1,0.06,0,8.4,0.9,0,11,26.8,27,64.8
2016-04-26,Dienstag,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,1.875,16.7,28561,2.375,1,1,0,3.7,2,2.1,-4.3,0.03,0,0,0,0,0,6.5,0,0,6,26.8,30,62.8
2016-04-25,Montag,1,Fruehlingsferien,0,NA,1,Fruehlingsferien,NA,0,0,0,-0.4,17.425,24788.675,2.75,1,1,0,4.6,2.8,4.2,-4.6,0,0,0,0,0,0,7.9,0,0,7,26.8,22,55.8
2016-04-24,Sonntag,1,Fruehlingsferien,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,0.85,15.625,28561,3.85,1,1,0,5.7,1.3,7.8,-1.7,6.02,0,0,0,0,0,11.4,0,0,0,26.8,8,34.8
2016-04-23,Samstag,1,Fruehlingsferien,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,5.6,15.95,1498.6,2,5.25,1,0,2.2,1.6,14.5,3.4,0,0,0,1,0.51,0,5.1,0,0,0,26.8,13,39.8
2016-04-22,Freitag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,9.375,18,21774.175,1.85,1,1,0,2.8,1.4,17.1,1.3,0,0,0,1,0,0,5.4,1.3,0,11,26.8,18,55.8
2016-04-21,Donnerstag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,8.625,22.825,28561,1.675,1,9.8,0,2.2,1.6,15.3,-1.9,0,0,0,0,0,0,6.3,0,0,11,26.8,22,59.8
2016-04-20,Mittwoch,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,5.15,23.975,28561,2.05,1,1,0,2.9,1.3,7.5,-3.1,0,0,0,0,0,0,6.3,2,0,10,26.8,26,62.8
2016-04-19,Dienstag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,3.375,33.575,21420.75,1.9,1,1,0,3.9,1.4,5,-2.7,26.34,23.8,0,1,0,0,5,1,0,11,26.8,15,52.8
2016-04-18,Montag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,Sechseläuten *,1,0,0,0.8,34.8,0,2.45,28.3,1,0,4.9,2.3,10.4,-0.7,24.03,0,0,1,2.09,2,5.5,0,0,11,26.8,25,62.8
2016-04-17,Sonntag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,7.95,20.7,23009.35,3.1,24.525,2.15,0,8.9,2.8,12.1,3.8,0,0,0,0,5.64,0,10.7,0,0,0,26.8,13,39.8
