wochentag,isferienzh,ferien_desc_zh,isferiensg,ferien_desc_sg,isferiengr,ferien_desc_gr,feiertag_desc,isfeiertag_zh,isfeiertag_sg,isfeiertag_gr,t_2m_c_avg,snow_depth_cm_avg,visibility_m_avg,wind_speed_10m_ms_max,prob_precip_1h_p_avg,prob_tstorm_1h_p_avg,hail_idx_avg,wind_gusts_10m_ms_max,wind_speed_mean_10m_24h_ms_avg,t_max_2m_24h_c_max,t_min_2m_24h_c_min,precip_24h_mm_max,fresh_snow_24h_cm_max,is_sleet_1h_idx_max,is_fog_1h_idx_max,precip_1h_mm_sum,fresh_snow_1h_cm_sum,wind_speed_mean_10m_1h_ms_avg,weather_symbol_1h_idx_spe,number_of_events,schalter,day_count,sin_weekday,cos_weekday,sin_yearday,cos_yearday
7,0,0,0,4,0,0,0,0,0,0,-7.6,98.9,24233,3.4,1,1,0,9.8,4.5,-5.8,-10,0.03,0,0,0,0,0,16.1,0.8,0,25,245,-2.4492935982947064e-16,1,-0.8800122039735356,-0.4749510720670501
1,0,0,0,4,0,0,0,0,0,0,-6.35,102.5,27868.25,4.45,3.6,1,0,8.5,3.3,2.3,-8.1,1.28,1.5,0,0,0.26,0.3,18.4,0.9,0,42,246,0.7818314824680297,0.6234898018587336,-0.888057322629493,-0.4597327394521046
2,0,0,0,4,0,0,0,0,0,0,-1.925,100.15,30033.25,2.875,1,1,0,3.4,3.1,0.5,-12.6,0.35,0.6,0,0,0,0,10.1,0.5,0,21,247,0.9749279121818236,-0.22252093395631434,-0.8958392907349089,-0.4443781781046134
3,0,0,0,4,0,0,0,0,0,0,-6.075,101.1,30018.5,2.05,1,1,0,6.8,3.1,-5,-16.7,0,0,0,0,0,0,10.9,0,0,41,248,0.43388373911755823,-0.900968867902419,-0.9033558023246842,-0.4288919379124841
4,0,0,1,1,0,0,0,0,0,0,-11.275,99.25,29994.75,1.55,1,1,0,8.1,2.7,-7.4,-17.9,0,0,0,0,0,0,16.4,0,0,30,249,-0.433883739117558,-0.9009688679024191,-0.9106046300942162,-0.4132786077829044
5,0,0,1,1,0,0,0,0,0,0,-11.525,100.325,29961.25,1.2,1,1,0,5.9,2.5,-5.1,-16.8,0,0,0,0,0,0,7.6,1.1,0,33,250,-0.9749279121818235,-0.2225209339563146,-0.9175836260593935,-0.39754281428255656
6,0,0,1,1,0,0,0,0,0,0,-9.15,94.15,30002.75,1.375,1,1,0,3.5,2.4,-4.3,-15.7,0,0,0,0,0,0,9.9,0,0,26,251,-0.7818314824680299,0.6234898018587334,-0.9242907221930934,-0.3816892202666586
7,0,0,1,1,0,0,0,0,0,0,-10.075,99.025,29988.25,2.575,1,1,0,3.4,2.3,-1.9,-14.4,0,0,0,0,0,0,8.9,0,0,37,252,-2.4492935982947064e-16,1,-0.9307239310379793,-0.3657225234972692
1,0,0,1,1,0,0,0,0,0,0,-6.55,104.625,30039.75,1.575,1,1,0,6,2.5,-1.9,-13.6,0,0,0,0,0,0,7.8,0,0,37,253,0.7818314824680297,0.6234898018587336,-0.9368813462954315,-0.34964745525122826
2,0,0,1,1,0,0,0,0,0,0,-8.35,110,29996.75,2.275,1,1,0,4,2.4,-1.6,-13.3,0,0,0,0,0,0,9.1,0,0,21,254,0.9749279121818236,-0.22252093395631434,-0.9427611433904206,-0.33346877891818705
3,0,0,1,1,0,0,0,0,0,0,-7.525,116.375,30015.5,2.1,1,1,0,3.7,3.8,-6.1,-13.5,0.01,0,0,0,0,0,9.8,0,0,35,255,0.43388373911755823,-0.900968867902419,-0.9483615800121716,-0.3171912885891059
4,0,0,1,1,0,0,0,0,0,0,-7.175,114.525,30035,3.375,1,1,0,11.6,4,2.9,-11.3,0.9,0.8,0,0,0.01,0,17,1.7,0,27,256,-0.433883739117558,-0.9009688679024191,-0.9536809966304455,-0.300819807635668
5,0,0,1,1,0,0,0,0,0,0,-1.625,121.55,30039,3.5,1,1,0,8.1,2.6,3.8,-10.5,0,0,0,0,0.03,0,14.3,0,0,25,257,-0.9749279121818235,-0.2225209339563146,-0.9587178169872964,-0.2843591872810036
6,0,0,1,1,0,0,0,0,0,0,-2.75,141.025,29997.25,2.825,1,1,0,3.3,4.9,-3,-11.2,0.01,0,0,0,0,0,10.2,0.8,0,23,258,-0.7818314824680299,0.6234898018587334,-0.9634705485641486,-0.26781430516217486
7,0,0,1,1,0,0,0,0,0,0,-5.575,157.65,25625.5,4.375,4.725,1,0,17.1,9.4,-1.1,-6.4,17.67,23.9,0,0,0.35,0.4,27.1,0,0,32,259,-2.4492935982947064e-16,1,-0.9679377830240642,-0.25119006388481957
1,0,0,1,1,0,0,0,0,0,0,-2.875,152.25,18953.25,7.875,31.925,1,0,20.5,2.7,0.6,-6.5,25.74,35.8,0,0,2.65,3.5,38.5,0,0,24,260,0.7818314824680297,0.6234898018587336,-0.9721181966290612,-0.23449138957041055
2,0,0,1,1,0,0,0,0,0,0,-2.95,107.05,30035,2.925,30.925,1,0,6.9,4,-2.6,-11.5,1.36,1.5,0,0,2.87,3.6,12.2,0,0,17,261,0.9749279121818236,-0.22252093395631434,-0.9760105506323682,-0.21772323039653224
3,0,0,1,1,0,0,0,0,0,0,-5,92.3,25272,2.625,4.225,1,0,9.9,5.2,-6.5,-14.1,2.41,4,0,0,0.34,0.4,20.3,0.7,0,45,262,0.43388373911755823,-0.900968867902419,-0.9796136916454901,-0.2008905551306353
4,0,0,1,1,0,0,0,0,0,0,-9.175,87.6,29976.75,4.125,3,1,0,8,6.7,-7.2,-12.9,0,0,0,0,0.07,0.3,20.3,0,0,30,263,-0.433883739117558,-0.9009688679024191,-0.9829265519799822,-0.1839983516576799
5,0,0,1,1,0,0,0,0,0,0,-8.025,89.15,8919.75,6.3,1,1,0,12.4,9.4,-4.6,-10.4,6.19,7.4,0,0,0,0,30.5,0,0,42,264,-0.9749279121818235,-0.2225209339563146,-0.9859481499638303,-0.1670516255021195
6,0,0,1,1,0,0,0,0,0,0,-5.975,84.1,16908.5,8.075,7.9,1,0,18.8,5.6,-1.3,-9.5,3.81,4.5,0,0,0.71,0.6,45.1,0.6,0,23,265,-0.7818314824680299,0.6234898018587334,-0.9886775902323404,-0.15005539834465262
7,0,0,1,1,0,0,0,0,0,0,-4.35,69.95,29233.25,4.175,4.2,1,0,12.9,4.4,-2.8,-9.8,0,0,0,0,0.41,0.5,20.1,2.2,0,23,266,-2.4492935982947064e-16,1,-0.9911140639934546,-0.13301470653419636
1,0,0,1,1,0,0,0,0,0,0,-4.45,73,30041.25,3.45,1,1,0,10.5,9.6,-3.3,-6,2.97,3,0,0,0,0,18.1,1.5,0,21,267,0.7818314824680297,0.6234898018587336,-0.9932568492674143,-0.11593459959550065
2,0,0,1,1,0,0,28,0,0,1,-3.7,78.225,16143.75,8.325,8.05,1,0,16.1,8.3,-3.2,-12.5,11.11,12.7,0,0,0.82,0.7,41.4,0,0,39,268,0.9749279121818236,-0.22252093395631434,-0.9951053111006974,-0.09882013873287211
3,0,0,1,1,0,0,0,0,0,0,-6.1,55.1,26228.5,4.925,18.15,1,0,15.8,7.2,-6.6,-13.1,0,0,0,0,2.13,2,36.5,0,0,58,269,0.43388373911755823,-0.900968867902419,-0.99665890175417,-0.08167639533042287
4,0,0,1,1,0,0,0,0,0,0,-8.775,50.35,24792,5.35,1,1,0,15.3,9,-8.9,-15.1,0.14,0,0,0,0,0,31.7,1,0,52,270,-0.433883739117558,-0.9009688679024191,-0.9979171608653922,-0.06450844944931625
5,0,0,1,1,0,0,0,0,0,0,-9.4,48.5,18427,6.775,1,1,0,16.2,10.6,-3,-10.8,3.64,3.5,0,0,0.14,0,36.4,0,0,35,271,-0.9749279121818235,-0.2225209339563146,-0.9988797155850335,-0.047321388322432316
6,0,0,1,1,0,0,29,0,0,0,-5.525,44.475,8233.25,8.325,10.025,1,0,21.7,4.9,1.6,-7.6,0,0,0,1,1.16,0.9,48.1,0,0,29,272,-0.7818314824680299,0.6234898018587334,-0.9995462806873573,-0.03012030484690836
7,0,0,1,1,0,0,30,1,1,1,-2.35,41.2,30027.25,3.475,1,1,0,8.8,5.4,0.3,-6,4.55,7,0,0,0,0,15.2,0,0,32,273,-2.4492935982947064e-16,1,-0.9999166586547379,-0.012910296075008843
1,0,0,1,1,0,0,31,1,1,1,-1.275,44.85,30040,3.075,5.125,1,0,10.9,5.3,-0.8,-8.3,0.97,0.9,0,0,0.38,0.8,26.8,0,0,62,274,0.7818314824680297,0.6234898018587336,-0.9999907397361901,0.004303538296243821
2,0,0,1,1,0,0,0,0,0,0,-1.6,36.675,29539.5,3.55,1,1,0,11.5,3.3,1.8,-6.9,0.01,0,0,0,0.01,0,21.2,0.7,0,115,275,0.9749279121818236,-0.22252093395631434,-0.9997685019798909,0.021516097436222233
3,0,0,1,1,0,0,0,0,0,0,-0.525,34.675,30021.75,1.65,1,1,0,6.7,2.5,4.7,-6.2,0.1,0,0,0,0,0,11.5,1.3,0,95,276,0.43388373911755823,-0.900968867902419,-0.9992500112396835,0.03872228089217399
4,0,0,1,1,0,0,0,0,0,0,1.2,37.65,30027.25,2,1,1,0,3.2,2.7,4.3,-8,0,0,0,0,0,0,6.9,0.3,0,98,277,-0.433883739117558,-0.9009688679024191,-0.9984354211555643,0.05591699010060302
5,0,0,1,1,0,0,0,0,0,0,-1.35,39.6,29998.75,3.05,1,1,0,3,2.9,2.5,-12.4,0,0,0,0,0,0,10.5,0,0,117,278,-0.9749279121818235,-0.2225209339563146,-0.9973249731081555,0.07309512989807776
6,0,0,1,1,0,0,32,1,1,1,-4.825,40.35,30033,3.125,1,1,0,3.1,3.7,-2.8,-13.8,0,0,0,0,0,0,10.2,1.3,0,88,279,-0.7818314824680299,0.6234898018587334,-0.9959189961471792,0.09025161003104071
7,0,0,1,1,0,0,33,1,1,1,-7.3,45.65,30011.75,2.475,1,1,0,5.7,5.8,3.9,-12,26.39,14.3,0,0,0,0,12.9,1.7,0,34,280,-2.4492935982947064e-16,1,-0.994217906893952,0.10738134666416306
1,0,0,1,1,0,0,34,1,1,1,-0.325,57.7,24826.25,2.725,44.225,1,0,10.2,1.9,3.7,-3.3,17.7,35.1,0,0,6.67,3.5,21.9,0.9,0,49,281,0.7818314824680297,0.6234898018587336,-0.9922222094179324,0.12447926388678869
2,0,0,1,1,0,0,0,0,0,0,0.825,42.075,30032,2.35,25.325,1,0,3.4,3.1,4.6,-3.1,0,0,0,0,1.55,2.5,8.2,0,0,42,282,0.9749279121818236,-0.22252093395631434,-0.989932495087353,0.14154029521704298
3,0,0,1,1,0,0,0,0,0,0,2.875,41.65,30026.75,2.35,1,1,0,5.2,3.2,4,-9.9,4.72,8,0,0,0.01,0,9.9,0,0,44,283,0.43388373911755823,-0.900968867902419,-0.9873494423939864,0.15855938510313472
4,0,0,1,1,0,0,35,1,1,1,-2.525,40.25,30033.25,2.525,12.7,1,0,7.6,2.1,0.1,-9,0,0,0,0,1.03,1.4,13.2,0,0,30,284,-0.433883739117558,-0.9009688679024191,-0.9844738167520923,0.17553149042142774
5,0,0,1,1,0,0,0,0,0,0,-2.375,40.1,30037.25,2.1,3.875,1,0,3.2,2.8,0.6,-5.4,2.78,4.9,0,0,0.21,0.4,6.2,0,0,31,285,-0.9749279121818235,-0.2225209339563146,-0.9813064702716093,0.19245158197082993
6,0,0,1,1,0,0,0,0,0,0,-1.5,41.15,30041,1.775,10.575,1,0,5.8,2.6,1,-12.9,0,0,0,0,0.87,1,12.9,0,0,36,286,-0.7818314824680299,0.6234898018587334,-0.9778483415056567,0.20931464596304886
7,0,0,1,1,0,0,0,0,0,0,-4.875,41.95,30033.25,1.625,1,1,0,4.5,2,-0.8,-7.7,0,0,0,0,0,0,8.8,0,0,26,287,-2.4492935982947064e-16,1,-0.9741004551724206,0.22611568550828803
1,0,0,1,1,0,0,0,0,0,0,-3.225,44.5,30030,2.325,1,1,0,6.3,2.3,-0.8,-9.4,3.49,6.1,0,0,0,0,9.6,0.3,0,27,288,0.7818314824680297,0.6234898018587336,-0.970063921851507,0.2428497220959358
2,0,0,1,1,0,0,0,0,0,0,-5.1,85.5,30032.75,2.625,6.175,1,0,2.9,3,-4.8,-16.3,0,0,0,0,0.36,0.7,8.2,1.5,0,19,289,0.9749279121818236,-0.22252093395631434,-0.965739937654855,0.25951179706979943
3,0,0,1,1,0,0,0,0,0,0,-9.975,186.175,30007.25,2.875,1,1,0,3.7,2.5,-3.7,-15.5,0,0,0,0,0,0,11.8,2.4,0,47,290,0.43388373911755823,-0.900968867902419,-0.9611297838723007,0.27609697309746883
4,0,0,1,1,0,0,0,0,0,0,-8.6,187.175,30000.5,1.825,1,1,0,3.7,2.6,-4.8,-15.3,0,0,0,0,0,0,9.7,0,0,61,291,-0.433883739117558,-0.9009688679024191,-0.9562348265919058,0.2926003356333479
5,0,0,1,1,0,0,0,0,0,0,-8.975,188.175,29998.75,2.4,1,1,0,5.3,3.1,-5.3,-18.1,0,0,0,0,0,0,11.3,0,0,42,292,-0.9749279121818235,-0.2225209339563146,-0.9510565162951536,0.30901699437494723
6,0,0,1,1,0,0,0,0,0,0,-11.5,189.225,30022.75,2.65,1,1,0,4.2,5,-4.2,-16.6,3.79,3.9,0,0,0,0,10.4,0,0,34,293,-0.7818314824680299,0.6234898018587334,-0.9455963874271428,0.3253420847119795
7,0,0,1,1,0,0,0,0,0,0,-6.1,183.7,19067,4.5,7.7,1,0,16.3,7.3,-2,-5.8,14.94,20.3,0,0,0.71,0.8,30.4,1,0,18,294,-2.4492935982947064e-16,1,-0.9398560579418953,0.341570769167856
1,0,0,1,1,0,0,0,0,0,0,-3.2,144.3,26600,6.2,36.025,1,0,17.1,6.8,1,-4.2,27.44,38.9,0,0,2.91,4,37.9,0,0,22,295,0.7818314824680297,0.6234898018587336,-0.9338372288229252,0.35769823883312546
2,0,0,1,1,0,0,0,0,0,0,-1.375,62.05,30024.25,2.925,16.025,1,0,7.6,3.4,-0.4,-7.1,3.58,6.7,0,0,4.94,7.6,15.7,0,0,0,296,0.9749279121818236,-0.22252093395631434,-0.9275416835791965,0.3737197147904692
3,0,0,1,1,0,0,36,0,0,1,-1.4,14.25,30032.75,4.525,24.525,1,0,12.5,3.8,0,-2.5,2.78,5.2,0,0,2.39,4.5,15.9,2.4,0,0,297,0.43388373911755823,-0.900968867902419,-0.9209712877166347,0.38963044953078774
4,0,0,1,1,0,0,0,0,0,0,4.35,4.9,30029.75,2.675,1,1,0,5.9,2.5,3.8,-2,0.95,2.6,0,0,0,0,9.8,0,0,15,298,-0.433883739117558,-0.9009688679024191,-0.9141279881853337,0.40542572835999735
5,0,0,1,1,0,0,0,0,0,0,2.675,10.1,29829.75,2.45,11.775,1,0,6.3,2.7,5,-5.5,0.39,1,0,0,0.54,0.9,7,0,0,16,299,-0.9749279121818235,-0.2225209339563146,-0.9070138128026362,0.42110087079608916
6,0,0,1,1,0,0,0,0,0,0,-0.275,13.05,30011,2.25,1,1,2.5,3.4,3.6,1.1,-3.6,5.36,8.6,0,0,0,0,10.1,0.8,0,12,300,-0.7818314824680299,0.6234898018587334,-0.8996308696522434,0.43665123195606387
7,0,0,1,1,0,0,0,0,0,0,0.5,14.4,30025.5,3.05,1,1,3.75,10.2,3.5,6.2,-1.3,14.3,12.5,0,0,0.51,0.7,15.1,0,0,16,301,-2.4492935982947064e-16,1,-0.8919813464595487,0.45207220393230374
1,0,0,1,1,0,0,0,0,0,0,3.725,21.55,25002,0.875,23.05,1,0,1.9,2.2,4.3,-3.7,8.28,12.5,0,0,1.31,1.5,4.3,3.6,0,16,302,0.7818314824680297,0.6234898018587336,-0.8840675099433637,0.46735921715800205
2,0,0,1,1,0,0,0,0,0,0,1.125,7.675,30032.5,2.025,12.85,1,1.25,4,2.3,1.9,-5.2,0,0,1,0,0.91,0.8,8.1,0,0,0,303,0.9749279121818236,-0.22252093395631434,-0.8758917051442434,0.48250774176121763
